Show,EpId,ClipId,Start,Stop,Unsure,PoorAudioQuality,Prolongation,Block,SoundRep,WordRep,DifficultToUnderstand,Interjection,NoStutteredWords,NaturalPause,Music,NoSpeech,file_path,exists,episode_id,clip_uid,fold,cross_show_split,Block_any,Block_maj,Prolongation_any,Prolongation_maj,SoundRep_any,SoundRep_maj,WordRep_any,WordRep_maj,Interjection_any,Interjection_maj
StutterTalk,19,1,48138400,48186400,0,0,0,0,0,1,0,0,2,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/19/1.wav,True,StutterTalk_19,StutterTalk_19_1,1,train,0,0,0,0,0,0,1,0,0,0
StutterTalk,13,11,3925120,3973120,0,0,0,1,0,1,0,0,1,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/13/11.wav,True,StutterTalk_13,StutterTalk_13_11,0,train,1,0,0,0,0,0,1,0,0,0
WomenWhoStutter,21,30,36730880,36778880,0,0,0,0,1,3,0,0,0,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/21/30.wav,True,WomenWhoStutter_21,WomenWhoStutter_21_30,0,train,0,0,0,0,1,0,1,1,0,0
HeStutters,22,106,2571680,2619680,0,0,0,1,1,3,0,0,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HeStutters/22/106.wav,True,HeStutters_22,HeStutters_22_106,3,train,1,0,0,0,1,0,1,1,0,0
StutterTalk,28,8,18208480,18256480,0,0,1,1,2,1,0,0,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/28/8.wav,True,StutterTalk_28,StutterTalk_28_8,1,train,1,0,1,0,1,1,1,0,0,0
StutterTalk,19,26,18426400,18474400,0,0,1,0,0,1,2,1,2,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/19/26.wav,True,StutterTalk_19,StutterTalk_19_26,1,train,0,0,1,0,0,0,1,0,1,0
MyStutteringLife,35,146,32809920,32857920,0,0,0,0,0,3,0,3,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/MyStutteringLife/35/146.wav,True,MyStutteringLife_35,MyStutteringLife_35_146,3,test,0,0,0,0,0,0,1,1,1,1
StutterTalk,21,37,67016320,67064320,0,0,0,1,0,3,0,0,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/21/37.wav,True,StutterTalk_21,StutterTalk_21_37,3,train,1,0,0,0,0,0,1,1,0,0
HeStutters,12,154,16353280,16401280,0,0,0,0,1,2,0,0,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HeStutters/12/154.wav,True,HeStutters_12,HeStutters_12_154,0,train,0,0,0,0,1,0,1,1,0,0
HeStutters,8,111,25519200,25567200,0,0,0,1,0,3,0,0,0,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HeStutters/8/111.wav,True,HeStutters_8,HeStutters_8_111,1,train,1,0,0,0,0,0,1,1,0,0
WomenWhoStutter,87,200,37398880,37446880,0,0,0,0,0,1,0,0,3,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/87/200.wav,True,WomenWhoStutter_87,WomenWhoStutter_87_200,4,train,0,0,0,0,0,0,1,0,0,0
HeStutters,12,203,24112960,24160960,0,0,0,0,0,3,0,1,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HeStutters/12/203.wav,True,HeStutters_12,HeStutters_12_203,0,train,0,0,0,0,0,0,1,1,1,0
StutterTalk,7,5,12926240,12974240,0,0,0,1,0,2,0,0,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/7/5.wav,True,StutterTalk_7,StutterTalk_7_5,4,train,1,0,0,0,0,0,1,1,0,0
MyStutteringLife,30,72,3611360,3659360,0,0,0,3,1,1,0,0,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/MyStutteringLife/30/72.wav,True,MyStutteringLife_30,MyStutteringLife_30_72,3,test,1,1,0,0,1,0,1,0,0,0
StutterTalk,29,34,43710400,43758400,0,0,0,1,0,2,0,1,0,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/29/34.wav,True,StutterTalk_29,StutterTalk_29_34,1,train,1,0,0,0,0,0,1,1,1,0
WomenWhoStutter,57,68,5610720,5658720,0,0,1,0,0,3,0,0,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/57/68.wav,True,WomenWhoStutter_57,WomenWhoStutter_57_68,4,train,0,0,1,0,0,0,1,1,0,0
StutterTalk,63,17,11249120,11297120,0,0,0,1,0,3,0,3,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/63/17.wav,True,StutterTalk_63,StutterTalk_63_17,4,train,1,0,0,0,0,0,1,1,1,1
HeStutters,22,110,22078720,22126720,0,0,1,2,0,1,0,3,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HeStutters/22/110.wav,True,HeStutters_22,HeStutters_22_110,3,train,1,1,1,0,0,0,1,0,1,1
WomenWhoStutter,74,115,15152480,15200480,0,0,0,0,1,1,0,2,1,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/74/115.wav,True,WomenWhoStutter_74,WomenWhoStutter_74_115,2,train,0,0,0,0,1,0,1,0,1,1
WomenWhoStutter,4,26,26596960,26644960,0,0,0,0,1,2,0,2,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/4/26.wav,True,WomenWhoStutter_4,WomenWhoStutter_4_26,0,train,0,0,0,0,1,0,1,1,1,1
WomenWhoStutter,98,34,2024640,2072640,0,0,0,0,0,1,0,0,2,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/98/34.wav,True,WomenWhoStutter_98,WomenWhoStutter_98_34,3,train,0,0,0,0,0,0,1,0,0,0
StutterTalk,11,20,21935040,21983040,0,0,0,1,2,1,0,0,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/11/20.wav,True,StutterTalk_11,StutterTalk_11_20,1,train,1,0,0,0,1,1,1,0,0,0
WomenWhoStutter,81,124,22575680,22623680,0,0,0,1,1,1,0,0,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/81/124.wav,True,WomenWhoStutter_81,WomenWhoStutter_81_124,1,train,1,0,0,0,1,0,1,0,0,0
HeStutters,21,202,33644960,33692960,0,0,0,0,1,3,0,2,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HeStutters/21/202.wav,True,HeStutters_21,HeStutters_21_202,1,train,0,0,0,0,1,0,1,1,1,1
WomenWhoStutter,86,91,9326400,9374400,0,0,1,0,0,2,0,2,1,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/86/91.wav,True,WomenWhoStutter_86,WomenWhoStutter_86_91,2,train,0,0,1,0,0,0,1,1,1,1
HeStutters,12,10,27492960,27540960,0,0,0,0,0,1,0,3,2,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HeStutters/12/10.wav,True,HeStutters_12,HeStutters_12_10,0,train,0,0,0,0,0,0,1,0,1,1
HeStutters,11,1,36889760,36937760,0,0,1,0,0,1,0,3,1,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HeStutters/11/1.wav,True,HeStutters_11,HeStutters_11_1,2,train,0,0,1,0,0,0,1,0,1,1
WomenWhoStutter,49,19,9841120,9889120,0,0,0,0,0,3,0,2,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/49/19.wav,True,WomenWhoStutter_49,WomenWhoStutter_49_19,0,train,0,0,0,0,0,0,1,1,1,1
StutterTalk,72,32,3320320,3368320,0,0,0,2,2,1,0,0,0,2,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/72/32.wav,True,StutterTalk_72,StutterTalk_72_32,2,train,1,1,0,0,1,1,1,0,0,0
HeStutters,13,8,1645760,1693760,0,0,0,1,1,1,0,2,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HeStutters/13/8.wav,True,HeStutters_13,HeStutters_13_8,4,train,1,0,0,0,1,0,1,0,1,1
HeStutters,2,126,15013280,15061280,0,0,1,1,1,1,0,1,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HeStutters/2/126.wav,True,HeStutters_2,HeStutters_2_126,1,train,1,0,1,0,1,0,1,0,1,0
StutterTalk,38,28,16971840,17019840,0,0,0,1,2,1,0,0,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/38/28.wav,True,StutterTalk_38,StutterTalk_38_28,3,train,1,0,0,0,1,1,1,0,0,0
HeStutters,15,190,28253440,28301440,0,0,0,0,0,1,0,1,2,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HeStutters/15/190.wav,True,HeStutters_15,HeStutters_15_190,4,train,0,0,0,0,0,0,1,0,1,0
WomenWhoStutter,64,28,23879360,23927360,0,0,0,0,0,1,0,1,2,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/64/28.wav,True,WomenWhoStutter_64,WomenWhoStutter_64_28,0,train,0,0,0,0,0,0,1,0,1,0
WomenWhoStutter,18,0,35854720,35902720,0,0,0,0,0,1,1,1,2,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/18/0.wav,True,WomenWhoStutter_18,WomenWhoStutter_18_0,2,train,0,0,0,0,0,0,1,0,1,0
WomenWhoStutter,2,147,26972160,27020160,0,0,0,1,0,2,0,0,0,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/2/147.wav,True,WomenWhoStutter_2,WomenWhoStutter_2_147,1,train,1,0,0,0,0,0,1,1,0,0
WomenWhoStutter,62,172,24762720,24810720,0,0,0,1,1,1,0,0,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/62/172.wav,True,WomenWhoStutter_62,WomenWhoStutter_62_172,3,train,1,0,0,0,1,0,1,0,0,0
HeStutters,16,205,42008960,42056960,0,0,0,0,0,3,0,2,0,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HeStutters/16/205.wav,True,HeStutters_16,HeStutters_16_205,4,train,0,0,0,0,0,0,1,1,1,1
WomenWhoStutter,60,16,10762240,10810240,0,0,0,0,0,3,0,0,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/60/16.wav,True,WomenWhoStutter_60,WomenWhoStutter_60_16,3,train,0,0,0,0,0,0,1,1,0,0
HeStutters,12,211,24768640,24816640,0,0,2,1,1,3,0,0,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HeStutters/12/211.wav,True,HeStutters_12,HeStutters_12_211,0,train,1,0,1,1,1,0,1,1,0,0
WomenWhoStutter,57,117,10310720,10358720,0,0,0,1,0,2,0,1,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/57/117.wav,True,WomenWhoStutter_57,WomenWhoStutter_57_117,4,train,1,0,0,0,0,0,1,1,1,0
WomenWhoStutter,57,41,2846880,2894880,0,0,0,1,0,3,0,0,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/57/41.wav,True,WomenWhoStutter_57,WomenWhoStutter_57_41,4,train,1,0,0,0,0,0,1,1,0,0
WomenWhoStutter,88,80,17001440,17049440,0,0,0,0,0,3,0,0,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/88/80.wav,True,WomenWhoStutter_88,WomenWhoStutter_88_80,3,train,0,0,0,0,0,0,1,1,0,0
WomenWhoStutter,47,36,30105920,30153920,0,0,0,0,2,2,0,0,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/47/36.wav,True,WomenWhoStutter_47,WomenWhoStutter_47_36,2,train,0,0,0,0,1,1,1,1,0,0
StutterTalk,3,13,45734240,45782240,0,0,0,1,2,1,0,1,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/3/13.wav,True,StutterTalk_3,StutterTalk_3_13,3,train,1,0,0,0,1,1,1,0,1,0
StutterTalk,63,148,36898400,36946400,0,0,0,2,1,1,0,0,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/63/148.wav,True,StutterTalk_63,StutterTalk_63_148,4,train,1,1,0,0,1,0,1,0,0,0
HVSA,2,34,11275840,11323840,0,1,0,0,0,3,1,0,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HVSA/2/34.wav,True,HVSA_2,HVSA_2_34,3,test,0,0,0,0,0,0,1,1,0,0
WomenWhoStutter,87,12,41684480,41732480,0,0,0,0,1,1,1,0,1,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/87/12.wav,True,WomenWhoStutter_87,WomenWhoStutter_87_12,4,train,0,0,0,0,1,0,1,0,0,0
StutterTalk,43,115,30614080,30662080,1,0,0,0,0,2,0,0,1,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/43/115.wav,True,StutterTalk_43,StutterTalk_43_115,4,train,0,0,0,0,0,0,1,1,0,0
HeStutters,14,23,13531040,13579040,0,0,0,0,0,1,1,0,2,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HeStutters/14/23.wav,True,HeStutters_14,HeStutters_14_23,3,train,0,0,0,0,0,0,1,0,0,0
WomenWhoStutter,102,11,11022560,11070560,0,0,0,2,1,3,0,0,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/102/11.wav,True,WomenWhoStutter_102,WomenWhoStutter_102_11,0,train,1,1,0,0,1,0,1,1,0,0
MyStutteringLife,34,3,2380960,2428960,0,0,0,1,0,3,0,0,0,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/MyStutteringLife/34/3.wav,True,MyStutteringLife_34,MyStutteringLife_34_3,4,test,1,0,0,0,0,0,1,1,0,0
WomenWhoStutter,2,4,34557120,34605120,0,0,0,0,0,3,1,1,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/2/4.wav,True,WomenWhoStutter_2,WomenWhoStutter_2_4,1,train,0,0,0,0,0,0,1,1,1,0
HeStutters,21,30,46733280,46781280,0,0,1,0,1,2,0,0,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HeStutters/21/30.wav,True,HeStutters_21,HeStutters_21_30,1,train,0,0,1,0,1,0,1,1,0,0
HeStutters,16,114,21554240,21602240,0,0,1,1,3,1,0,0,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HeStutters/16/114.wav,True,HeStutters_16,HeStutters_16_114,4,train,1,0,1,0,1,1,1,0,0,0
StutterTalk,58,15,8733600,8781600,0,0,0,0,0,2,0,0,1,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/58/15.wav,True,StutterTalk_58,StutterTalk_58_15,3,train,0,0,0,0,0,0,1,1,0,0
StutterTalk,8,117,13112320,13160320,0,0,1,0,0,3,0,3,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/8/117.wav,True,StutterTalk_8,StutterTalk_8_117,2,train,0,0,1,0,0,0,1,1,1,1
HeStutters,2,205,29213920,29261920,0,0,2,0,0,2,0,0,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HeStutters/2/205.wav,True,HeStutters_2,HeStutters_2_205,1,train,0,0,1,1,0,0,1,1,0,0
WomenWhoStutter,78,22,29116320,29164320,0,0,0,1,0,1,0,2,2,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/78/22.wav,True,WomenWhoStutter_78,WomenWhoStutter_78_22,0,train,1,0,0,0,0,0,1,0,1,1
StutterTalk,25,76,26838880,26886880,0,0,0,0,0,3,1,0,0,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/25/76.wav,True,StutterTalk_25,StutterTalk_25_76,0,train,0,0,0,0,0,0,1,1,0,0
WomenWhoStutter,101,199,37388320,37436320,0,0,0,1,0,3,0,2,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/101/199.wav,True,WomenWhoStutter_101,WomenWhoStutter_101_199,3,train,1,0,0,0,0,0,1,1,1,1
WomenWhoStutter,80,30,24883040,24931040,0,0,0,1,0,2,0,0,0,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/80/30.wav,True,WomenWhoStutter_80,WomenWhoStutter_80_30,4,train,1,0,0,0,0,0,1,1,0,0
HeStutters,20,205,26663520,26711520,0,0,0,0,1,3,1,2,0,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HeStutters/20/205.wav,True,HeStutters_20,HeStutters_20_205,2,train,0,0,0,0,1,0,1,1,1,1
WomenWhoStutter,2,125,24986080,25034080,0,0,0,0,0,3,0,0,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/2/125.wav,True,WomenWhoStutter_2,WomenWhoStutter_2_125,1,train,0,0,0,0,0,0,1,1,0,0
WomenWhoStutter,16,11,16277120,16325120,0,0,0,1,0,2,0,2,1,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/16/11.wav,True,WomenWhoStutter_16,WomenWhoStutter_16_11,4,train,1,0,0,0,0,0,1,1,1,1
HeStutters,23,131,3879040,3927040,0,0,0,2,0,3,0,3,0,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HeStutters/23/131.wav,True,HeStutters_23,HeStutters_23_131,2,train,1,1,0,0,0,0,1,1,1,1
StutterTalk,8,85,10235520,10283520,0,0,0,0,0,2,0,1,1,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/8/85.wav,True,StutterTalk_8,StutterTalk_8_85,2,train,0,0,0,0,0,0,1,1,1,0
WomenWhoStutter,82,6,8054080,8102080,0,0,0,0,0,3,0,2,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/82/6.wav,True,WomenWhoStutter_82,WomenWhoStutter_82_6,4,train,0,0,0,0,0,0,1,1,1,1
WomenWhoStutter,83,18,12520640,12568640,0,0,0,2,0,1,0,2,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/83/18.wav,True,WomenWhoStutter_83,WomenWhoStutter_83_18,2,train,1,1,0,0,0,0,1,0,1,1
WomenWhoStutter,96,36,14487520,14535520,0,0,0,1,0,2,0,0,1,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/96/36.wav,True,WomenWhoStutter_96,WomenWhoStutter_96_36,2,train,1,0,0,0,0,0,1,1,0,0
WomenWhoStutter,52,23,24785120,24833120,0,0,0,1,0,3,0,0,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/52/23.wav,True,WomenWhoStutter_52,WomenWhoStutter_52_23,0,train,1,0,0,0,0,0,1,1,0,0
WomenWhoStutter,87,21,5004480,5052480,0,0,0,1,0,3,0,2,0,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/87/21.wav,True,WomenWhoStutter_87,WomenWhoStutter_87_21,4,train,1,0,0,0,0,0,1,1,1,1
HeStutters,21,109,16153120,16201120,0,0,0,0,2,1,0,3,0,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HeStutters/21/109.wav,True,HeStutters_21,HeStutters_21_109,1,train,0,0,0,0,1,1,1,0,1,1
WomenWhoStutter,109,5,6521440,6569440,0,0,0,0,0,1,0,3,2,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/109/5.wav,True,WomenWhoStutter_109,WomenWhoStutter_109_5,1,train,0,0,0,0,0,0,1,0,1,1
WomenWhoStutter,54,26,17412960,17460960,0,0,1,0,0,3,0,0,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/54/26.wav,True,WomenWhoStutter_54,WomenWhoStutter_54_26,2,train,0,0,1,0,0,0,1,1,0,0
WomenWhoStutter,6,181,23521920,23569920,0,1,0,0,0,2,0,0,1,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/6/181.wav,True,WomenWhoStutter_6,WomenWhoStutter_6_181,0,train,0,0,0,0,0,0,1,1,0,0
StutterTalk,74,19,33401920,33449920,0,0,0,1,0,1,0,1,1,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/74/19.wav,True,StutterTalk_74,StutterTalk_74_19,2,train,1,0,0,0,0,0,1,0,1,0
StutterTalk,33,129,29945760,29993760,0,0,0,0,0,3,0,1,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/StutterTalk/33/129.wav,True,StutterTalk_33,StutterTalk_33_129,0,train,0,0,0,0,0,0,1,1,1,0
HeStutters,18,33,43909920,43957920,0,3,0,0,0,2,0,0,1,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HeStutters/18/33.wav,True,HeStutters_18,HeStutters_18_33,0,train,0,0,0,0,0,0,1,1,0,0
HeStutters,7,20,20036160,20084160,0,0,0,0,0,1,0,0,2,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HeStutters/7/20.wav,True,HeStutters_7,HeStutters_7_20,1,train,0,0,0,0,0,0,1,0,0,0
WomenWhoStutter,57,106,8635040,8683040,0,0,0,0,0,3,0,0,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/57/106.wav,True,WomenWhoStutter_57,WomenWhoStutter_57_106,4,train,0,0,0,0,0,0,1,1,0,0
WomenWhoStutter,16,6,7631680,7679680,0,0,0,0,0,3,0,3,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/16/6.wav,True,WomenWhoStutter_16,WomenWhoStutter_16_6,4,train,0,0,0,0,0,0,1,1,1,1
WomenWhoStutter,10,126,18489120,18537120,0,0,0,0,0,3,0,2,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/10/126.wav,True,WomenWhoStutter_10,WomenWhoStutter_10_126,2,train,0,0,0,0,0,0,1,1,1,1
HeStutters,20,224,28576640,28624640,0,0,0,0,1,3,0,2,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HeStutters/20/224.wav,True,HeStutters_20,HeStutters_20_224,2,train,0,0,0,0,1,0,1,1,1,1
WomenWhoStutter,96,22,7181280,7229280,0,0,0,0,0,3,0,0,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/96/22.wav,True,WomenWhoStutter_96,WomenWhoStutter_96_22,2,train,0,0,0,0,0,0,1,1,0,0
MyStutteringLife,7,106,25850560,25898560,0,0,0,0,0,1,1,0,2,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/MyStutteringLife/7/106.wav,True,MyStutteringLife_7,MyStutteringLife_7_106,1,test,0,0,0,0,0,0,1,0,0,0
MyStutteringLife,5,15,8972160,9020160,0,0,0,0,0,1,0,2,2,1,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/MyStutteringLife/5/15.wav,True,MyStutteringLife_5,MyStutteringLife_5_15,1,test,0,0,0,0,0,0,1,0,1,1
WomenWhoStutter,96,28,10878240,10926240,0,0,0,2,0,1,1,0,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/96/28.wav,True,WomenWhoStutter_96,WomenWhoStutter_96_28,2,train,1,1,0,0,0,0,1,0,0,0
WomenWhoStutter,55,17,12540960,12588960,0,0,0,0,1,3,0,0,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/55/17.wav,True,WomenWhoStutter_55,WomenWhoStutter_55_17,2,train,0,0,0,0,1,0,1,1,0,0
HeStutters,21,163,24895200,24943200,0,0,0,0,0,3,0,0,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/HeStutters/21/163.wav,True,HeStutters_21,HeStutters_21_163,1,train,0,0,0,0,0,0,1,1,0,0
WomenWhoStutter,74,33,6241280,6289280,0,0,0,1,0,3,0,0,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/74/33.wav,True,WomenWhoStutter_74,WomenWhoStutter_74_33,2,train,1,0,0,0,0,0,1,1,0,0
WomenWhoStutter,89,34,16083520,16131520,0,0,0,0,0,3,1,1,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/89/34.wav,True,WomenWhoStutter_89,WomenWhoStutter_89_34,3,train,0,0,0,0,0,0,1,1,1,0
WomenWhoStutter,30,2,21600480,21648480,0,0,0,0,0,3,0,0,0,0,0,0,/Users/anishapattanayak/Documents/SLT/Dysfluency-Aware-Endpointing/clips/WomenWhoStutter/30/2.wav,True,WomenWhoStutter_30,WomenWhoStutter_30_2,2,train,0,0,0,0,0,0,1,1,0,0
